Constituency_No,Year,Position,Votes,Candidate_Type,Valid_Votes,Electors,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_ID,last_poll,Contested,Recontest
4,1992,1,160168.0,0,288655,963829.0,10,29.95,55.49,113813.0,39.43,2.78,3482.0,False,1.0,False
5,1992,1,99385.0,3,247246,1023457.0,5,24.16,40.2,5784.0,2.34,3.03,3482.0,True,1.0,False
6,1992,1,115465.0,0,340892,959076.0,10,35.54,33.87,25004.0,7.33,4.55,3482.0,True,3.0,True
7,1992,1,90220.0,0,142961,1057142.0,3,13.52,63.11,63570.0,44.47,2.17,3482.0,True,1.0,False
8,1992,1,135864.0,0,231194,1030107.0,8,22.44,58.77,103776.0,44.89,2.5,3482.0,True,1.0,False
9,1992,1,108811.0,1,193760,1202152.0,9,16.12,56.16,53448.0,27.58,2.44,3482.0,True,2.0,True
10,1992,1,43908.0,0,99058,956817.0,5,10.35,44.33,5298.0,5.35,2.7,3482.0,True,1.0,False
11,1992,1,57477.0,0,131544,997277.0,6,13.19,43.69,10251.0,7.79,2.94,3482.0,True,1.0,False
12,1992,1,144958.0,1,247388,1006515.0,4,24.58,58.6,77696.0,31.41,2.38,3482.0,True,2.0,True
13,1992,1,150903.0,0,435067,1044442.0,9,41.66,34.69,1296.0,0.3,3.45,16651.0,True,1.0,False
27,1991,1,626241.0,0,699846,4574.0,7,15300.52,89.48,580297.0,82.92,1.25,3482.0,True,5.0,False
31,1991,1,304392.0,1,544958,944772.0,19,57.68,55.86,89100.0,16.35,2.13,1605.0,True,2.0,False
43,1991,1,508179.0,1,573295,261608.0,14,219.14,88.64,459659.0,80.18,1.25,3482.0,True,2.0,False
25,1991,1,178996.0,1,332195,918257.0,45,36.18,53.88,99309.0,29.89,2.7,3482.0,True,1.0,False
34,1991,1,356604.0,1,629820,914959.0,6,68.84,56.62,133736.0,21.23,2.22,3040.0,True,1.0,False
46,1992,1,211345.0,0,478891,955994.0,17,50.09,44.13,61503.0,12.84,2.94,4653.0,True,1.0,False
1,1992,1,101625.0,0,193543,981865.0,125,19.71,52.51,28256.0,14.6,2.38,3482.0,True,1.0,False
35,1993,1,339563.0,1,635422,1173277.0,58,54.16,53.44,159943.0,25.17,2.63,4557.0,True,1.0,False
8,1993,1,377184.0,0,676390,981499.0,10,68.91,55.76,132674.0,19.62,2.27,14635.0,True,1.0,False
4,1993,1,286923.0,0,576616,963829.0,18,59.83,49.76,115984.0,20.11,2.86,3482.0,True,1.0,False
22,1993,1,278955.0,0,658145,30799.0,47,2136.9,42.39,44885.0,6.82,2.86,930.0,True,1.0,False
26,1994,1,293922.0,1,568198,973112.0,2,58.39,51.73,19646.0,3.46,2.0,3482.0,True,1.0,False
32,1994,1,332967.0,1,504172,913839.0,2,55.17,66.04,161762.0,32.08,1.79,3482.0,True,1.0,False
1,1994,1,157714.0,2,291957,823829.0,2,35.44,54.02,23471.0,8.04,2.0,3482.0,True,1.0,False
1,1989,1,53383.0,1,113065,160940.0,7,70.25,47.21,18914.0,16.73,2.94,3482.0,True,4.0,True
1,1989,1,288263.0,0,604275,861650.0,4,70.13,47.7,50114.0,8.29,2.5,3482.0,True,1.0,False
2,1989,1,284228.0,0,551416,809362.0,4,68.13,51.55,42641.0,7.73,2.17,3482.0,True,1.0,False
3,1989,1,325809.0,0,611674,860717.0,2,71.07,53.27,39944.0,6.53,2.0,8300.0,True,1.0,False
4,1989,1,352326.0,0,700337,1073318.0,6,65.25,50.31,25733.0,3.67,2.13,3482.0,True,1.0,False
5,1989,1,270648.0,0,557113,941288.0,4,59.19,48.58,23986.0,4.31,2.27,3482.0,True,1.0,False
6,1989,1,299109.0,0,633597,893262.0,3,70.93,47.21,9.0,0.0,2.27,3482.0,True,1.0,False
7,1989,1,383681.0,1,704654,979213.0,4,71.96,54.45,82983.0,11.78,2.08,3482.0,True,1.0,False
8,1989,1,386314.0,0,720327,972851.0,5,74.04,53.63,58322.0,8.1,2.0,3482.0,True,1.0,False
9,1989,1,339419.0,0,632287,835700.0,5,75.66,53.68,54781.0,8.66,2.04,3482.0,True,4.0,True
10,1989,1,334215.0,0,664308,931902.0,6,71.29,50.31,13802.0,2.08,2.08,8300.0,True,2.0,True
11,1989,1,410708.0,0,755515,981369.0,5,76.99,54.36,71407.0,9.45,2.0,3482.0,True,1.0,False
12,1989,1,354533.0,1,680994,908538.0,9,74.95,52.06,43489.0,6.39,2.08,3482.0,True,2.0,True
13,1989,1,423867.0,0,804438,1106132.0,10,72.73,52.69,58204.0,7.24,2.04,3482.0,True,3.0,True
14,1989,1,345150.0,0,632195,890858.0,5,70.96,54.6,64188.0,10.15,2.0,3482.0,True,1.0,False
15,1989,1,404558.0,0,749809,1114045.0,6,67.31,53.95,65013.0,8.67,2.0,3482.0,True,6.0,True
16,1989,1,364008.0,0,697980,999676.0,5,69.82,52.15,43620.0,6.25,2.08,3482.0,True,2.0,False
17,1989,1,402289.0,0,755362,1138866.0,10,66.33,53.26,65706.0,8.7,2.08,3482.0,True,1.0,False
18,1989,1,396282.0,1,706811,1107153.0,7,63.84,56.07,97370.0,13.78,2.04,3482.0,True,1.0,False
19,1989,1,377602.0,0,714775,1064416.0,9,67.15,52.83,71839.0,10.05,2.17,3482.0,True,2.0,True
20,1989,1,406057.0,3,746951,1077859.0,6,69.3,54.36,72500.0,9.71,2.0,3482.0,True,2.0,True
21,1989,1,390786.0,0,712718,1002523.0,8,71.09,54.83,82508.0,11.58,2.04,3482.0,True,1.0,False
22,1989,1,340796.0,1,656285,945601.0,6,69.4,51.93,38423.0,5.85,2.08,3482.0,True,1.0,False
23,1989,1,480524.0,0,798740,1135322.0,4,70.35,60.16,166752.0,20.88,1.96,3482.0,True,1.0,False
24,1989,1,327512.0,0,652856,984977.0,2,66.28,50.17,2168.0,0.33,2.0,3482.0,True,1.0,False
25,1989,1,349685.0,1,649375,1013902.0,4,64.05,53.85,59482.0,9.16,2.04,3482.0,True,1.0,False
26,1989,1,363955.0,0,628754,968645.0,5,64.91,57.89,110418.0,17.56,2.0,3482.0,True,4.0,True
27,1989,1,370097.0,0,690103,1001172.0,4,68.93,53.63,56262.0,8.15,2.0,3482.0,True,1.0,False
28,1989,1,363026.0,0,672951,1000322.0,4,67.27,53.95,71174.0,10.58,2.08,3482.0,True,3.0,True
29,1989,1,335762.0,0,645770,1038379.0,8,62.19,51.99,69778.0,10.81,2.27,3482.0,True,5.0,True
30,1989,1,403625.0,0,879187,1278250.0,13,68.78,45.91,133078.0,15.14,2.86,706.0,True,3.0,True
31,1989,1,348491.0,0,646751,1154622.0,23,56.01,53.88,147601.0,22.82,2.5,3482.0,True,1.0,False
32,1989,1,378172.0,3,720957,1144328.0,6,63.0,52.45,86837.0,12.04,2.27,3482.0,True,2.0,False
33,1989,1,383586.0,0,704875,1057204.0,8,66.67,54.42,96096.0,13.63,2.13,3482.0,True,1.0,False
34,1989,1,294340.0,0,648088,963180.0,6,67.29,45.42,24099.0,3.72,2.56,3482.0,True,2.0,True
35,1989,1,290072.0,0,552264,888183.0,5,62.18,52.52,44365.0,8.03,2.08,3482.0,True,1.0,False
36,1989,1,320628.0,3,640604,1096253.0,4,58.44,50.05,30635.0,4.78,2.22,3482.0,True,4.0,False
37,1989,1,284200.0,0,632285,1075755.0,12,58.78,44.95,35192.0,5.57,2.78,3482.0,True,2.0,True
38,1989,1,310079.0,0,612076,959004.0,7,63.82,50.66,63343.0,10.35,2.38,3482.0,True,3.0,True
39,1989,1,311810.0,0,680618,946078.0,6,71.94,45.81,54121.0,7.95,2.78,3482.0,True,3.0,False
40,1989,1,388461.0,0,781933,1038053.0,5,75.33,49.68,59252.0,7.58,2.33,3482.0,True,2.0,True
41,1989,1,357733.0,0,745471,1144127.0,7,65.16,47.99,41850.0,5.61,2.44,3482.0,True,1.0,False
42,1989,1,396615.0,0,787440,1091124.0,5,72.17,50.37,34995.0,4.44,2.17,3482.0,True,1.0,False
1,1989,1,63247.0,0,150116,282496.0,3,53.14,42.13,7746.0,5.16,2.78,3482.0,True,3.0,True
2,1989,1,73294.0,0,123014,193555.0,3,63.56,59.58,32614.0,26.51,2.13,3482.0,True,1.0,False
1,1989,1,232362.0,3,390367,871641.0,5,44.79,59.52,88032.0,22.55,2.04,4217.0,True,1.0,False
2,1989,1,209009.0,1,510547,911262.0,14,56.03,40.94,48348.0,9.47,3.23,4217.0,True,1.0,False
3,1989,1,253292.0,1,543412,936758.0,8,58.01,46.61,78111.0,14.37,2.78,1605.0,True,2.0,False
4,1989,1,429563.0,0,681677,944046.0,10,72.21,63.02,193921.0,28.45,1.92,4217.0,True,1.0,False
5,1989,1,334637.0,0,552892,965656.0,20,57.26,60.52,158951.0,28.75,2.13,1605.0,True,4.0,True
6,1989,1,382488.0,0,586049,1024013.0,14,57.23,65.27,217318.0,37.08,1.96,4217.0,True,4.0,False
7,1989,1,333897.0,1,652929,1010173.0,18,64.64,51.14,141882.0,21.73,2.63,4217.0,True,4.0,True
8,1989,1,615129.0,3,731592,977499.0,5,74.84,84.08,504448.0,68.95,1.37,4217.0,True,4.0,True
9,1989,1,441514.0,0,702557,964120.0,23,72.87,62.84,213217.0,30.35,2.0,4217.0,True,1.0,False
10,1989,1,492615.0,1,715437,981763.0,19,72.87,68.86,285010.0,39.84,1.82,4217.0,True,7.0,True
11,1989,1,335796.0,1,647197,1011260.0,9,64.0,51.88,170861.0,26.4,2.86,4217.0,True,3.0,False
12,1989,1,463687.0,0,625670,962568.0,13,65.0,74.11,314475.0,50.26,1.64,4217.0,True,6.0,True
13,1989,1,275858.0,0,550019,981067.0,10,56.06,50.15,141366.0,25.7,2.78,2444.0,True,8.0,True
14,1989,1,339454.0,1,532066,958736.0,16,55.5,63.8,159336.0,29.95,1.92,4217.0,True,1.0,False
15,1989,1,356894.0,0,648822,921749.0,22,70.39,55.01,78457.0,12.09,2.08,4217.0,True,1.0,False
16,1989,1,394291.0,0,619742,964871.0,11,64.23,63.62,204487.0,33.0,2.04,4217.0,True,1.0,False
17,1989,1,451477.0,0,694963,1075195.0,23,64.64,64.96,237681.0,34.2,1.96,4217.0,True,1.0,False
18,1989,1,368972.0,1,696236,1031955.0,24,67.47,53.0,78347.0,11.25,2.22,4217.0,True,1.0,False
19,1989,1,324353.0,0,511934,906074.0,8,56.5,63.36,161449.0,31.54,2.0,2444.0,True,5.0,True
20,1989,1,502662.0,0,760273,1058549.0,12,71.82,66.12,277081.0,36.44,1.89,4217.0,True,1.0,False
21,1989,1,451856.0,0,664005,976967.0,6,67.97,68.05,292948.0,44.12,1.92,4217.0,True,1.0,False
22,1989,1,245693.0,3,557301,917760.0,12,60.72,44.09,72655.0,13.04,3.12,4217.0,True,2.0,True
23,1989,1,178556.0,0,548826,956458.0,9,57.38,32.53,25991.0,4.74,3.7,3482.0,True,1.0,False
24,1989,1,177159.0,1,561585,923058.0,19,60.84,31.55,54557.0,9.71,4.35,4217.0,True,2.0,False
25,1989,1,338782.0,0,619228,855079.0,17,72.42,54.71,103178.0,16.66,2.27,4217.0,True,4.0,True
26,1989,1,265332.0,0,456601,829017.0,7,55.08,58.11,166415.0,36.45,2.38,4653.0,True,2.0,True
27,1989,1,247502.0,2,405964,869933.0,8,46.67,60.97,109601.0,27.0,2.04,4653.0,True,3.0,True
28,1989,1,308134.0,0,568055,960243.0,11,59.16,54.24,181433.0,31.94,2.63,1605.0,True,1.0,False
29,1989,1,369771.0,0,528470,955374.0,4,55.32,69.97,216615.0,40.99,1.75,4217.0,True,1.0,False
30,1989,1,547723.0,1,671816,1046877.0,5,64.17,81.53,435398.0,64.81,1.45,4217.0,True,1.0,False
31,1989,1,300774.0,0,581926,946945.0,12,61.45,51.69,136522.0,23.46,2.63,4217.0,True,1.0,False
32,1989,1,279533.0,0,694723,1015385.0,12,68.42,40.24,55186.0,7.94,3.12,4217.0,True,1.0,False
33,1989,1,333570.0,0,603707,986317.0,8,61.21,55.25,74721.0,12.38,2.04,4217.0,True,1.0,False
34,1989,1,256349.0,1,698122,1085349.0,14,64.32,36.72,11212.0,1.61,3.45,3482.0,True,1.0,False
35,1989,1,187666.0,0,621326,1173277.0,33,52.96,30.2,21593.0,3.48,4.17,1605.0,True,1.0,False
36,1989,1,178211.0,1,545791,1060759.0,21,51.45,32.65,16440.0,3.01,3.85,10840.0,True,1.0,False
37,1989,1,212596.0,1,546668,988344.0,19,55.31,38.89,37322.0,6.83,3.12,2444.0,True,2.0,True
38,1989,1,306615.0,3,531432,965857.0,7,55.02,57.7,113656.0,21.39,2.17,4217.0,True,1.0,False
39,1989,1,219941.0,1,538328,983892.0,19,54.71,40.86,125993.0,23.4,3.85,4217.0,True,1.0,False
40,1989,1,269493.0,0,565274,975199.0,9,57.96,47.67,57082.0,10.1,2.56,4217.0,True,1.0,False
41,1989,1,286800.0,1,689907,1058677.0,22,65.17,41.57,72901.0,10.57,3.12,2444.0,True,2.0,True
42,1989,1,310370.0,0,649326,1152371.0,11,56.35,47.8,149602.0,23.04,2.86,14635.0,True,3.0,True
43,1989,1,390200.0,0,665491,965265.0,11,68.94,58.63,252923.0,38.01,2.44,4217.0,True,5.0,True
44,1989,1,224839.0,0,453260,885097.0,14,51.21,49.6,77371.0,17.07,2.7,4217.0,True,3.0,False
45,1989,1,243805.0,0,536188,964011.0,8,55.62,45.47,102294.0,19.08,3.12,1605.0,True,4.0,True
46,1989,1,164573.0,0,485166,938564.0,6,51.69,33.92,8182.0,1.69,3.33,1605.0,True,4.0,True
47,1989,1,247013.0,1,637021,1156446.0,22,55.08,38.78,13571.0,2.13,3.23,11559.0,True,4.0,True
48,1989,1,233060.0,0,529895,1010692.0,11,52.43,43.98,43419.0,8.19,3.03,1605.0,True,1.0,False
49,1989,1,163919.0,1,466266,925104.0,19,50.4,35.16,14986.0,3.21,3.45,4217.0,True,2.0,True
50,1989,1,140006.0,1,516270,953395.0,13,54.15,27.12,8884.0,1.72,4.35,4653.0,True,2.0,True
51,1989,1,84591.0,2,276427,760236.0,11,36.36,30.6,19979.0,7.23,4.55,3482.0,True,4.0,True
52,1989,1,110580.0,2,333260,755724.0,8,44.1,33.18,3785.0,1.14,3.45,1605.0,True,5.0,True
53,1989,1,148320.0,0,369193,825417.0,11,44.73,40.17,39072.0,10.58,3.45,3482.0,True,3.0,True
54,1989,1,142573.0,0,382294,911225.0,8,41.95,37.29,33396.0,8.74,3.7,4217.0,True,1.0,False
1,1989,1,91212.0,0,216903,334522.0,27,64.84,42.05,3974.0,1.83,2.78,4217.0,True,1.0,False
1,1989,1,22184.0,2,51998,74320.0,5,69.97,42.66,7309.0,14.06,3.33,10809.0,True,1.0,False
1,1989,1,15647.0,0,36538,56719.0,5,64.42,42.82,1840.0,5.04,2.86,10809.0,True,1.0,False
1,1989,1,129256.0,1,232744,429535.0,18,54.19,55.54,31841.0,13.68,2.04,1605.0,True,1.0,False
2,1989,1,282904.0,0,476096,849216.0,39,56.06,59.42,104994.0,22.05,2.04,1605.0,True,2.0,True
3,1989,1,384076.0,0,776544,1574973.0,50,49.31,49.46,52333.0,6.74,2.38,4217.0,True,2.0,True
4,1989,1,359602.0,0,722183,1480564.0,47,48.78,49.79,175999.0,24.37,3.12,3482.0,True,5.0,True
5,1989,1,89891.0,1,250313,381491.0,38,65.61,35.91,9431.0,3.77,3.12,3482.0,True,2.0,True
6,1989,1,163524.0,1,304234,506017.0,30,60.12,53.75,32099.0,10.55,2.08,1605.0,True,4.0,False
7,1989,1,141859.0,0,285202,481032.0,15,59.29,49.74,6969.0,2.44,2.13,1605.0,True,1.0,False
1,1989,1,116392.0,0,239044,333994.0,13,71.57,48.69,15837.0,6.63,2.38,5270.0,True,1.0,False
2,1989,1,97545.0,0,178641,400321.0,12,44.62,54.6,22066.0,12.35,2.08,3482.0,True,4.0,True
1,1989,1,228394.0,0,395678,707040.0,12,55.96,57.72,81564.0,20.61,2.13,1605.0,True,1.0,False
2,1989,1,257344.0,1,411842,832118.0,7,49.49,62.49,127673.0,31.0,2.04,1605.0,True,1.0,False
3,1989,1,182356.0,1,354570,819518.0,11,43.27,51.43,45574.0,12.85,2.44,1605.0,True,1.0,False
4,1989,1,345185.0,0,513701,1092514.0,18,47.02,67.2,194426.0,37.85,1.85,1605.0,True,1.0,False
5,1989,1,198058.0,1,355472,844067.0,10,42.11,55.72,67369.0,18.95,2.22,4217.0,True,1.0,False
6,1989,1,270966.0,0,446995,915517.0,9,48.82,60.62,108027.0,24.17,2.0,4217.0,True,1.0,False
7,1989,1,281279.0,0,459923,808611.0,14,56.88,61.16,119892.0,26.07,2.04,4217.0,True,1.0,False
8,1989,1,143294.0,0,348896,900926.0,16,38.73,41.07,552.0,0.16,2.78,3482.0,True,1.0,False
9,1989,1,288301.0,3,449784,890279.0,13,50.52,64.1,141618.0,31.49,1.92,1605.0,True,2.0,True
10,1989,1,334098.0,1,570267,996893.0,15,57.2,58.59,147357.0,25.84,2.22,1605.0,True,1.0,False
11,1989,1,495383.0,1,748118,1318428.0,19,56.74,66.22,268492.0,35.89,1.89,1605.0,True,3.0,False
12,1989,1,387797.0,0,655345,997389.0,10,65.71,59.17,135330.0,20.65,2.0,1605.0,True,2.0,True
13,1989,1,346562.0,0,496093,928054.0,8,53.46,69.86,213054.0,42.95,1.79,4217.0,True,5.0,True
14,1989,1,392636.0,0,560227,895911.0,13,62.53,70.09,250251.0,44.67,1.82,4217.0,True,1.0,False
15,1989,1,286947.0,0,506785,935924.0,11,54.15,56.62,103456.0,20.41,2.22,4217.0,True,2.0,False
16,1989,1,321995.0,1,509302,946333.0,7,53.82,63.22,156841.0,30.8,1.96,1605.0,True,2.0,True
17,1989,1,168774.0,2,322487,841474.0,5,38.32,52.34,27759.0,8.61,2.17,3482.0,True,5.0,True
18,1989,1,229391.0,0,410560,831918.0,6,49.35,55.87,60373.0,14.71,2.08,4217.0,True,2.0,True
19,1989,1,331605.0,0,557223,922544.0,3,60.4,59.51,109203.0,19.6,1.96,4217.0,True,2.0,False
20,1989,1,313548.0,0,573208,896601.0,8,63.93,54.7,70299.0,12.26,2.08,1605.0,True,1.0,False
21,1989,1,228521.0,2,448929,847132.0,6,52.99,50.9,21301.0,4.74,2.13,4217.0,True,1.0,False
22,1989,1,346397.0,0,684705,1109306.0,11,61.72,50.59,52898.0,7.73,2.27,4217.0,True,1.0,False
23,1989,1,360381.0,0,624336,914569.0,8,68.27,57.72,115335.0,18.47,2.08,1605.0,True,3.0,True
24,1989,1,428465.0,1,682816,1288729.0,11,52.98,62.75,194041.0,28.42,1.96,1605.0,True,2.0,True
25,1989,1,225458.0,0,417617,893665.0,6,46.73,53.99,46139.0,11.05,2.13,3482.0,True,4.0,True
26,1989,1,223146.0,0,438120,958712.0,4,45.7,50.93,22085.0,5.04,2.13,4217.0,True,1.0,False
1,1989,1,264074.0,0,571129,899299.0,9,63.51,46.24,22649.0,3.97,2.5,3482.0,True,4.0,True
2,1989,1,301640.0,1,606657,915880.0,28,66.24,49.72,38188.0,6.29,2.27,4217.0,True,2.0,True
3,1989,1,274465.0,0,595298,946620.0,33,62.89,46.11,8673.0,1.46,2.44,3482.0,True,3.0,True
4,1989,1,308291.0,0,605122,943188.0,24,64.16,50.95,71004.0,11.73,2.44,4217.0,True,1.0,False
5,1989,1,390243.0,0,607763,908794.0,24,66.88,64.21,189005.0,31.1,1.92,4217.0,True,3.0,True
6,1989,1,404646.0,1,699932,1131257.0,18,61.87,57.81,131227.0,18.75,2.08,3482.0,True,1.0,False
7,1989,1,304805.0,1,637203,1057536.0,18,60.25,47.83,3510.0,0.55,2.22,4217.0,True,1.0,False
8,1989,1,357625.0,0,594743,944629.0,121,62.96,60.13,157330.0,26.45,2.13,3482.0,True,4.0,False
9,1989,1,291073.0,1,573845,912985.0,32,62.85,50.72,44679.0,7.79,2.27,4217.0,True,1.0,False
10,1989,1,304768.0,0,612023,976500.0,16,62.68,49.8,38413.0,6.28,2.27,4217.0,True,2.0,True
1,1989,1,201912.0,0,420744,718487.0,6,58.56,47.99,56990.0,13.55,2.7,3482.0,True,3.0,True
2,1989,1,234164.0,1,464947,756545.0,7,61.46,50.36,28069.0,6.04,2.22,1605.0,True,1.0,False
3,1989,1,235147.0,1,507577,737973.0,9,68.78,46.33,59204.0,11.66,2.86,1605.0,True,1.0,False
4,1989,1,237429.0,0,488754,770754.0,11,63.41,48.58,31575.0,6.46,2.38,1605.0,True,2.0,True
1,1989,1,35139.0,0,37466,698284.0,6,5.37,93.79,34420.0,91.87,1.14,11089.0,True,2.0,True
3,1989,1,36055.0,0,36907,736495.0,9,5.01,97.69,35869.0,97.19,1.05,11089.0,True,1.0,False
4,1989,1,45151.0,0,85763,101738.0,2,84.3,52.65,4539.0,5.29,2.0,10809.0,True,1.0,False
5,1989,1,127161.0,0,312762,809465.0,24,38.64,40.66,30810.0,9.85,3.45,3482.0,True,1.0,False
6,1989,1,239701.0,0,573223,1026600.0,21,55.84,41.82,21695.0,3.78,3.12,3482.0,True,2.0,True
1,1989,1,177828.0,3,550865,993316.0,14,55.46,32.28,38947.0,7.07,4.55,3482.0,True,3.0,True
2,1989,1,283796.0,0,598903,1035569.0,11,57.83,47.39,108838.0,18.17,3.03,3482.0,True,1.0,False
3,1989,1,228065.0,0,496725,989671.0,7,50.19,45.91,88922.0,17.9,3.12,3482.0,True,1.0,False
4,1989,1,317341.0,0,643610,1050963.0,5,61.24,49.31,23088.0,3.59,2.22,4217.0,True,1.0,False
5,1989,1,336337.0,0,647775,1031006.0,4,62.83,51.92,76085.0,11.75,2.33,3482.0,True,2.0,True
6,1989,1,369969.0,1,707290,1079519.0,5,65.52,52.31,76120.0,10.76,2.27,3482.0,True,2.0,True
7,1989,1,339303.0,1,662309,1026027.0,6,64.55,51.23,142193.0,21.47,2.7,3482.0,True,1.0,False
8,1989,1,376878.0,1,674040,963069.0,6,69.99,55.91,199138.0,29.54,2.44,3482.0,True,2.0,True
9,1989,1,367638.0,0,697076,979204.0,7,71.19,52.74,136888.0,19.64,2.44,3482.0,True,2.0,True
10,1989,1,350009.0,0,675027,948842.0,8,71.14,51.85,132602.0,19.64,2.63,3482.0,True,2.0,False
11,1989,1,472265.0,0,891182,1355284.0,6,65.76,52.99,255221.0,28.64,2.63,3482.0,True,4.0,True
12,1989,1,390460.0,1,753034,1328013.0,18,56.7,51.85,107124.0,14.23,2.38,3482.0,True,5.0,True
13,1989,1,413574.0,0,721241,1312751.0,24,54.94,57.34,239854.0,33.26,2.5,3482.0,True,1.0,False
14,1989,1,337024.0,0,706188,962396.0,8,73.38,47.72,74889.0,10.6,2.63,3482.0,True,1.0,False
15,1989,1,366922.0,0,665298,942181.0,7,70.61,55.15,153645.0,23.09,2.5,3482.0,True,4.0,True
16,1989,1,384888.0,1,691602,1052491.0,7,65.71,55.65,249364.0,36.06,2.56,3482.0,True,2.0,True
17,1989,1,275672.0,1,624966,923749.0,9,67.66,44.11,91097.0,14.58,3.03,3482.0,True,4.0,True
18,1989,1,313849.0,0,586162,903990.0,7,64.84,53.54,152193.0,25.96,2.56,3482.0,True,3.0,True
19,1989,1,403286.0,1,744734,1049009.0,7,70.99,54.15,189155.0,25.4,2.56,3482.0,True,1.0,False
20,1989,1,303195.0,0,637630,940328.0,7,67.81,47.55,161357.0,25.31,3.03,3482.0,True,2.0,False
21,1989,1,269074.0,0,694249,1024762.0,8,67.75,38.76,140370.0,20.22,4.55,3482.0,True,4.0,True
22,1989,1,240571.0,1,632713,970866.0,10,65.17,38.02,31568.0,4.99,3.57,3482.0,True,3.0,True
23,1989,1,339235.0,0,663129,938007.0,5,70.7,51.16,28648.0,4.32,2.08,3482.0,True,1.0,False
24,1989,1,276545.0,0,606378,952624.0,14,63.65,45.61,55548.0,9.16,2.86,3482.0,True,3.0,True
25,1989,1,210329.0,0,647192,1024662.0,10,63.16,32.5,23048.0,3.56,4.17,3482.0,True,3.0,True
26,1989,1,274975.0,0,596195,927517.0,6,64.28,46.12,61264.0,10.28,2.78,3482.0,True,6.0,True
27,1989,1,306990.0,0,633198,956206.0,9,66.22,48.48,32238.0,5.09,2.33,3482.0,True,1.0,False
28,1989,1,306050.0,0,574302,949422.0,7,60.49,53.29,123333.0,21.48,2.5,3482.0,True,3.0,False
1,1989,1,358723.0,0,797296,1010280.0,12,78.92,44.99,1546.0,0.19,2.44,14635.0,True,3.0,False
2,1989,1,391042.0,1,777420,939750.0,9,82.73,50.3,42404.0,5.45,2.22,3482.0,True,3.0,True
3,1989,1,370434.0,0,792162,984309.0,11,80.48,46.76,8209.0,1.04,2.33,3411.0,True,5.0,True
4,1989,1,377858.0,1,784327,958405.0,10,81.84,48.18,28957.0,3.69,2.33,3482.0,True,1.0,False
5,1989,1,401975.0,0,806458,1017274.0,16,79.28,49.84,70282.0,8.71,2.38,11621.0,True,6.0,True
6,1989,1,378347.0,0,704624,991943.0,7,71.03,53.69,107519.0,15.26,2.27,11621.0,True,4.0,True
7,1989,1,348401.0,1,734778,957847.0,15,76.71,47.42,1286.0,0.18,2.27,14635.0,True,1.0,False
8,1989,1,350683.0,0,716077,946025.0,8,75.69,48.97,26187.0,3.66,2.22,3482.0,True,2.0,True
9,1989,1,338271.0,0,714262,912039.0,10,78.31,47.36,6235.0,0.87,2.27,3482.0,True,2.0,True
10,1989,1,367931.0,0,754460,921201.0,11,81.9,48.77,18754.0,2.49,2.22,3482.0,True,1.0,False
11,1989,1,385176.0,1,772264,961739.0,13,80.3,49.88,36465.0,4.72,2.22,3482.0,True,2.0,True
12,1989,1,352191.0,1,729594,895057.0,14,81.51,48.27,68811.0,9.43,2.56,11341.0,True,1.0,False
13,1989,1,384809.0,1,749386,890166.0,10,84.18,51.35,53533.0,7.14,2.17,3482.0,True,1.0,False
14,1989,1,398516.0,0,743191,972940.0,15,76.39,53.62,91479.0,12.31,2.17,3482.0,True,1.0,False
15,1989,1,375763.0,0,746839,884874.0,6,84.4,50.31,25123.0,3.36,2.13,3482.0,True,2.0,True
16,1989,1,334864.0,0,654698,840010.0,10,77.94,51.15,57182.0,8.73,2.27,3482.0,True,3.0,True
17,1989,1,343672.0,3,688614,880093.0,8,78.24,49.91,21542.0,3.13,2.13,3482.0,True,1.0,False
18,1989,1,386855.0,1,770898,951856.0,9,80.99,50.18,27462.0,3.56,2.13,3482.0,True,2.0,True
19,1989,1,349068.0,0,724825,984118.0,9,73.65,48.16,5130.0,0.71,2.17,3482.0,True,2.0,True
20,1989,1,367825.0,0,750368,1024210.0,15,73.26,49.02,50913.0,6.79,2.33,3482.0,True,2.0,True
1,1989,1,13323.0,2,25490,30069.0,2,84.77,52.27,1156.0,4.54,2.0,3482.0,True,6.0,True
1,1989,1,209381.0,3,415608,993784.0,7,41.82,50.38,87861.0,21.14,2.7,1605.0,True,3.0,False
2,1989,1,136765.0,0,460821,998307.0,16,46.16,29.68,21924.0,4.76,4.76,1605.0,True,2.0,False
3,1989,1,279799.0,1,483368,953238.0,21,50.71,57.89,149425.0,30.91,2.38,3482.0,True,5.0,True
4,1989,1,332641.0,1,554231,1006096.0,9,55.09,60.02,146290.0,26.4,2.13,1605.0,True,4.0,False
5,1989,1,262760.0,0,468702,897740.0,5,52.21,56.06,75887.0,16.19,2.13,1605.0,True,1.0,False
6,1989,1,369699.0,1,606489,1061784.0,8,57.12,60.96,193345.0,31.88,2.22,1605.0,True,2.0,True
7,1989,1,307872.0,0,546985,1003959.0,15,54.48,56.29,119201.0,21.79,2.27,1605.0,True,1.0,False
8,1989,1,223469.0,0,474899,960755.0,18,49.43,47.06,53606.0,11.29,2.86,1605.0,True,3.0,False
9,1989,1,215420.0,0,523449,1058365.0,23,49.46,41.15,74756.0,14.28,3.23,4217.0,True,6.0,True
