Constituency_No,Year,Position,Votes,Candidate_Type,Valid_Votes,Electors,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,ENOP,Party_ID,last_poll,Contested,Recontest
10,1989,1,222776.0,0,443080,992279.0,7,44.65,50.28,49867.0,11.25,2.5,1605.0,True,2.0,True
11,1989,1,210366.0,2,412312,947958.0,11,43.49,51.02,101882.0,24.71,3.03,4217.0,True,4.0,True
12,1989,1,206428.0,0,379230,895838.0,4,42.33,54.43,74197.0,19.57,2.33,1605.0,True,5.0,True
13,1989,1,218587.0,2,439428,810049.0,8,54.25,49.74,21010.0,4.78,2.22,1605.0,True,2.0,True
14,1989,1,267408.0,1,559241,965293.0,15,57.93,47.82,98893.0,17.68,3.03,1605.0,True,1.0,False
15,1989,1,222874.0,0,473969,870746.0,6,54.43,47.02,5171.0,1.09,2.33,1605.0,True,2.0,True
16,1989,1,223385.0,3,499834,902624.0,5,55.38,44.69,71215.0,14.25,2.94,3482.0,True,3.0,True
17,1989,1,271599.0,1,503926,888021.0,17,56.75,53.9,84479.0,16.76,2.33,1605.0,True,2.0,True
18,1989,1,243126.0,1,531524,892973.0,11,59.52,45.74,12894.0,2.43,2.5,4217.0,True,8.0,True
19,1989,1,189631.0,0,428063,850767.0,5,50.31,44.3,45816.0,10.7,3.03,3482.0,True,4.0,True
20,1989,1,101131.0,0,241520,751296.0,7,32.15,41.87,36226.0,15.0,3.23,3482.0,True,2.0,True
21,1989,1,335131.0,0,619355,1042098.0,24,59.43,54.11,110033.0,17.77,2.38,4217.0,True,4.0,True
22,1989,1,249389.0,0,483955,829486.0,16,58.34,51.53,70194.0,14.5,2.44,1605.0,True,1.0,False
23,1989,1,177870.0,1,519277,791000.0,13,65.65,34.25,10466.0,2.02,3.45,10809.0,True,2.0,True
24,1989,1,199943.0,0,360459,811764.0,3,44.4,55.47,45235.0,12.55,2.04,3482.0,True,2.0,True
25,1989,1,273163.0,0,492247,918415.0,26,53.6,55.49,101772.0,20.67,2.33,1605.0,True,4.0,True
26,1989,1,204916.0,1,441708,893182.0,8,49.45,46.39,26525.0,6.01,2.56,1605.0,True,1.0,False
27,1989,1,211799.0,1,422404,828757.0,12,50.97,50.14,40104.0,9.49,2.38,3482.0,True,3.0,True
28,1989,1,194266.0,0,393971,812246.0,14,48.5,49.31,40772.0,10.35,2.56,1605.0,True,5.0,True
29,1989,1,278402.0,1,525473,916182.0,12,57.35,52.98,68229.0,12.98,2.27,1605.0,True,1.0,False
30,1989,1,281169.0,0,605604,1120927.0,39,54.03,46.43,103654.0,17.12,2.94,1605.0,True,1.0,False
31,1989,1,313329.0,0,531296,925976.0,12,57.38,58.97,136132.0,25.62,2.17,1605.0,True,4.0,True
32,1989,1,289258.0,0,539760,900674.0,10,59.93,53.59,67424.0,12.49,2.17,1605.0,True,1.0,False
33,1989,1,313804.0,0,587111,934268.0,5,62.84,53.45,72381.0,12.33,2.17,1605.0,True,5.0,True
34,1989,1,225915.0,0,517463,868671.0,6,59.57,43.66,89197.0,17.24,3.03,1605.0,True,1.0,False
35,1989,1,251069.0,0,498886,863948.0,11,57.74,50.33,40898.0,8.2,2.33,1605.0,True,4.0,True
36,1989,1,235912.0,0,502731,889675.0,5,56.51,46.93,11771.0,2.34,2.38,3482.0,True,1.0,False
37,1989,1,319123.0,1,639071,1083491.0,32,58.98,49.94,111614.0,17.47,2.63,1605.0,True,1.0,False
38,1989,1,286232.0,3,488226,887582.0,8,55.01,58.63,102194.0,20.93,2.08,1605.0,True,3.0,True
39,1989,1,237473.0,2,416832,876800.0,5,47.54,56.97,116957.0,28.06,2.38,3482.0,True,4.0,True
40,1989,1,347504.0,1,641905,993680.0,11,64.6,54.14,102325.0,15.94,2.27,1605.0,True,5.0,True
1,1989,1,241694.0,0,457088,741195.0,5,61.67,52.88,42370.0,9.27,2.13,4217.0,True,5.0,True
2,1989,1,240759.0,1,490126,764262.0,5,64.13,49.12,18488.0,3.77,2.22,3482.0,True,1.0,False
3,1989,1,333950.0,1,624079,938272.0,6,66.51,53.51,115434.0,18.5,2.38,3482.0,True,2.0,True
4,1989,1,178986.0,0,390967,730429.0,25,53.53,45.78,17739.0,4.54,2.56,3482.0,True,2.0,True
5,1989,1,160167.0,0,446064,799411.0,14,55.8,35.91,10466.0,2.35,3.23,10809.0,True,3.0,True
6,1989,1,254841.0,0,567431,1007678.0,11,56.31,44.91,8185.0,1.44,2.56,18691.0,True,1.0,False
7,1989,1,414282.0,1,877814,1474388.0,14,59.54,47.19,71555.0,8.15,2.56,1605.0,True,2.0,True
8,1989,1,316203.0,1,686003,1224733.0,18,56.01,46.09,72574.0,10.58,2.7,3482.0,True,2.0,True
9,1989,1,362787.0,1,869921,1522476.0,17,57.14,41.7,100205.0,11.52,3.03,1605.0,True,1.0,False
10,1989,1,467892.0,0,873452,1554410.0,13,56.19,53.57,88264.0,10.11,2.08,1605.0,True,1.0,False
11,1989,1,196747.0,2,523980,1033327.0,5,50.71,37.55,24780.0,4.73,3.12,3482.0,True,3.0,True
12,1989,1,287267.0,0,562644,1051786.0,14,53.49,51.06,30653.0,5.45,2.13,1605.0,True,1.0,False
13,1989,1,235376.0,2,461902,913648.0,3,50.56,50.96,14054.0,3.04,2.04,4217.0,True,4.0,True
14,1989,1,213059.0,0,435054,897783.0,8,48.46,48.97,22567.0,5.19,2.33,3482.0,True,3.0,True
15,1989,1,240925.0,2,461301,885274.0,7,52.11,52.23,106466.0,23.08,2.63,3482.0,True,3.0,True
16,1989,1,217057.0,0,501883,951004.0,13,52.77,43.25,4557.0,0.91,2.63,1605.0,True,4.0,False
17,1989,1,208992.0,0,605047,945499.0,14,63.99,34.54,5436.0,0.9,3.23,3482.0,True,6.0,True
18,1989,1,297984.0,0,586168,908190.0,19,64.54,50.84,65994.0,11.26,2.38,1605.0,True,3.0,True
19,1989,1,322384.0,0,656861,930019.0,15,70.63,49.08,151369.0,23.04,2.86,1605.0,True,2.0,True
20,1989,1,306935.0,0,554649,853576.0,10,64.98,55.34,135854.0,24.49,2.44,3482.0,True,1.0,False
21,1989,1,309699.0,0,524694,929879.0,17,56.43,59.02,140239.0,26.73,2.22,2444.0,True,1.0,False
22,1989,1,257800.0,0,567162,897196.0,21,63.21,45.45,34470.0,6.08,2.7,3482.0,True,4.0,True
23,1989,1,277292.0,1,713718,1183672.0,29,60.3,38.85,90000.0,12.61,3.85,3482.0,True,2.0,True
24,1989,1,285843.0,0,602189,857992.0,16,70.19,47.47,40094.0,6.66,2.5,1605.0,True,1.0,False
25,1989,1,293413.0,1,704897,913813.0,9,77.14,41.62,33604.0,4.77,3.12,1605.0,True,1.0,False
26,1989,1,243854.0,0,607702,986600.0,16,61.6,40.13,50457.0,8.3,3.7,3482.0,True,3.0,True
27,1989,1,222046.0,0,586923,920961.0,8,63.73,37.83,25830.0,4.4,3.45,3482.0,True,5.0,True
28,1989,1,228713.0,1,521600,890474.0,25,58.58,43.85,26739.0,5.13,2.94,3482.0,True,3.0,True
29,1989,1,271595.0,1,501800,930557.0,6,53.92,54.12,71170.0,14.18,2.22,3482.0,True,3.0,True
30,1989,1,278320.0,0,564849,1065156.0,13,53.03,49.27,24113.0,4.27,2.27,4217.0,True,1.0,False
31,1989,1,229569.0,0,519254,928898.0,14,55.9,44.21,66384.0,12.78,3.12,10809.0,True,1.0,False
32,1989,1,310694.0,0,581711,990208.0,10,58.75,53.41,61965.0,10.65,2.13,1605.0,True,3.0,True
33,1989,1,322467.0,0,668214,1145802.0,11,58.32,48.26,17824.0,2.67,2.27,10809.0,True,1.0,False
34,1989,1,229496.0,0,607293,1111872.0,7,54.62,37.79,1985.0,0.33,3.03,4217.0,True,2.0,True
35,1989,1,304733.0,1,605103,979858.0,8,61.75,50.36,43855.0,7.25,2.27,3482.0,True,3.0,True
36,1989,1,252841.0,0,451275,865583.0,12,52.14,56.03,150092.0,33.26,2.56,3482.0,True,2.0,True
37,1989,1,281909.0,0,502520,850629.0,13,59.08,56.1,135078.0,26.88,2.44,3482.0,True,1.0,False
38,1989,1,296671.0,0,467736,979118.0,17,47.77,63.43,218144.0,46.64,2.22,3482.0,True,4.0,True
39,1989,1,297209.0,0,529972,984397.0,12,53.84,56.08,153745.0,29.01,2.56,3482.0,True,2.0,True
40,1989,1,248106.0,1,498865,858141.0,8,58.13,49.73,121058.0,24.27,2.78,3482.0,True,5.0,True
41,1989,1,242442.0,0,547527,934837.0,12,58.57,44.28,15796.0,2.88,2.63,4217.0,True,1.0,False
42,1989,1,296051.0,0,678858,1070901.0,18,63.39,43.61,8181.0,1.21,2.63,3482.0,True,5.0,True
43,1989,1,384513.0,0,658277,1217719.0,12,54.06,58.41,171092.0,25.99,2.17,3482.0,True,3.0,False
44,1989,1,369467.0,0,450908,911901.0,13,49.45,81.94,316991.0,70.3,1.47,3482.0,True,2.0,True
45,1989,1,340631.0,0,565885,948262.0,10,59.68,60.19,193165.0,34.14,2.27,3482.0,True,6.0,True
46,1989,1,361753.0,1,523434,892515.0,5,58.65,69.11,208276.0,39.79,1.75,3482.0,True,2.0,True
47,1989,1,275674.0,0,646030,938150.0,7,68.86,42.67,73090.0,11.31,3.03,3482.0,True,4.0,True
48,1989,1,274676.0,0,518260,893490.0,8,58.0,53.0,41128.0,7.94,2.08,3482.0,True,3.0,True
1,1989,1,154679.0,0,390271,602611.0,8,64.76,39.63,7551.0,1.93,3.12,3482.0,True,5.0,True
2,1989,1,233150.0,0,470854,616903.0,5,76.33,49.52,125065.0,26.56,2.94,3482.0,True,4.0,True
1,1989,1,148657.0,0,292818,585754.0,3,49.99,50.77,13285.0,4.54,2.13,3482.0,True,2.0,False
2,1989,1,115553.0,0,184306,352106.0,3,52.34,62.7,60878.0,33.03,2.04,3482.0,True,1.0,False
1,1989,1,109571.0,0,226146,391700.0,4,57.73,48.45,38822.0,17.17,2.7,3482.0,True,1.0,False
1,1989,1,363071.0,0,602195,813011.0,2,74.07,60.29,123947.0,20.58,1.92,3482.0,True,1.0,False
1,1989,1,145867.0,0,313799,815806.0,13,38.46,46.48,22588.0,7.2,2.7,4217.0,True,2.0,True
2,1989,1,362537.0,0,644324,966388.0,7,66.67,56.27,117804.0,18.28,2.17,4217.0,True,6.0,True
3,1989,1,376546.0,0,657676,958640.0,5,68.61,57.25,106527.0,16.2,2.0,4217.0,True,3.0,True
4,1989,1,326710.0,0,619428,932961.0,7,66.39,52.74,79332.0,12.81,2.27,4217.0,True,4.0,True
5,1989,1,348881.0,0,618138,910798.0,8,67.87,56.44,96791.0,15.66,2.04,4217.0,True,4.0,True
6,1989,1,414828.0,1,642154,963296.0,7,66.66,64.6,204685.0,31.87,1.89,4217.0,True,1.0,False
7,1989,1,408057.0,0,686028,972534.0,7,70.54,59.48,148136.0,21.59,2.04,2444.0,True,2.0,False
8,1989,1,367618.0,0,614250,941735.0,7,65.23,59.85,139572.0,22.72,2.0,4217.0,True,2.0,False
9,1989,1,332005.0,0,567435,985749.0,10,57.56,58.51,145346.0,25.61,2.22,14635.0,True,5.0,True
10,1989,1,315979.0,0,522713,985245.0,5,53.05,60.45,130295.0,24.93,2.0,4217.0,True,2.0,False
11,1989,1,232082.0,0,470315,932374.0,4,50.44,49.35,14746.0,3.14,2.22,3482.0,True,1.0,False
12,1989,1,200126.0,2,354799,892137.0,2,39.77,56.41,45453.0,12.81,1.96,3482.0,True,5.0,True
13,1989,1,181934.0,0,360416,875147.0,2,41.18,50.48,3452.0,0.96,2.0,3482.0,True,6.0,True
14,1989,1,211929.0,0,455124,840712.0,8,54.14,46.57,51952.0,11.41,2.86,4217.0,True,1.0,False
15,1989,1,279497.0,0,535172,944347.0,6,56.67,52.23,64541.0,12.06,2.33,4217.0,True,1.0,False
16,1989,1,327216.0,1,509310,845121.0,5,60.26,64.25,168870.0,33.16,1.96,4217.0,True,1.0,False
17,1989,1,322270.0,0,590643,991525.0,8,59.57,54.56,101583.0,17.2,2.27,4217.0,True,1.0,False
18,1989,1,324121.0,0,548115,949696.0,5,57.71,59.13,121417.0,22.15,2.04,4217.0,True,1.0,False
19,1989,1,336435.0,0,570804,890023.0,5,64.13,58.94,123005.0,21.55,2.04,4217.0,True,1.0,False
20,1989,1,245380.0,0,451326,940968.0,5,47.96,54.37,91752.0,20.33,2.38,4217.0,True,6.0,True
21,1989,1,279226.0,0,458803,905556.0,6,50.67,60.86,126532.0,27.58,2.08,4217.0,True,2.0,True
1,1989,1,190562.0,0,377588,574557.0,11,65.72,50.47,33312.0,8.82,2.38,3482.0,True,3.0,True
1,1989,1,220755.0,1,544817,948524.0,15,57.44,40.52,77215.0,14.17,3.45,3482.0,True,3.0,True
2,1989,1,272427.0,0,579222,994500.0,30,58.24,47.03,123213.0,21.27,3.12,10809.0,True,1.0,False
3,1989,1,527707.0,1,591883,942162.0,11,62.82,89.16,480417.0,81.17,1.25,17026.0,True,1.0,False
4,1989,1,262032.0,0,544737,937892.0,29,58.08,48.1,80358.0,14.75,2.78,4217.0,True,1.0,False
5,1989,1,173592.0,0,593391,1010117.0,9,58.74,29.25,8124.0,1.37,3.85,16651.0,True,1.0,False
6,1989,1,176176.0,0,547821,946368.0,13,57.89,32.16,68109.0,12.43,4.76,3482.0,True,2.0,True
7,1989,1,424010.0,0,702261,1043186.0,9,67.32,60.38,230576.0,32.83,2.27,17026.0,True,1.0,False
8,1989,1,294172.0,0,631418,1017093.0,22,62.08,46.59,81260.0,12.87,2.94,10809.0,True,1.0,False
9,1989,1,357349.0,0,668207,1135916.0,24,58.83,53.48,133729.0,20.01,2.5,17026.0,True,1.0,False
10,1989,1,242443.0,0,660238,943992.0,12,69.94,36.72,104543.0,15.83,4.55,17026.0,True,1.0,False
11,1989,1,316979.0,0,596045,989706.0,14,60.22,53.18,207380.0,34.79,3.03,17026.0,True,1.0,False
12,1989,1,305521.0,1,628226,1000795.0,18,62.77,48.63,157383.0,25.05,3.12,17026.0,True,1.0,False
13,1989,1,202132.0,0,654561,1037784.0,21,63.07,30.88,32850.0,5.02,4.17,10809.0,True,1.0,False
1,1989,1,307279.0,0,567764,1086118.0,9,52.27,54.12,63533.0,11.19,2.13,4217.0,True,4.0,True
2,1989,1,296719.0,0,690135,1392338.0,25,49.57,42.99,67771.0,9.82,3.23,14635.0,True,1.0,False
3,1989,1,318907.0,0,595945,1046463.0,15,56.95,53.51,124670.0,20.92,2.5,4217.0,True,5.0,False
4,1989,1,421686.0,0,718051,1125512.0,15,63.8,58.73,161981.0,22.56,2.13,4217.0,True,1.0,False
5,1989,1,375855.0,0,724974,1132841.0,19,64.0,51.84,46756.0,6.45,2.08,4217.0,True,1.0,False
6,1989,1,384125.0,1,708058,1231644.0,17,57.49,54.25,84487.0,11.93,2.13,1605.0,True,1.0,False
7,1989,1,330749.0,0,571733,1030283.0,10,55.49,57.85,116850.0,20.44,2.13,1605.0,True,4.0,True
8,1989,1,252824.0,0,454471,951686.0,11,47.75,55.63,88515.0,19.48,2.27,4217.0,True,3.0,False
9,1989,1,323174.0,1,588171,902689.0,8,65.16,54.95,70452.0,11.98,2.08,4217.0,True,1.0,False
10,1989,1,217702.0,0,401645,942994.0,10,42.59,54.2,63128.0,15.72,2.27,1605.0,True,1.0,False
11,1989,1,374601.0,2,576175,1039727.0,4,55.42,65.02,198133.0,34.39,1.96,1605.0,True,2.0,True
12,1989,1,308254.0,1,544243,931802.0,20,58.41,56.64,108039.0,19.85,2.17,1605.0,True,1.0,False
13,1989,1,294697.0,0,505515,989194.0,5,51.1,58.3,107929.0,21.35,2.08,4217.0,True,1.0,False
14,1989,1,314135.0,0,534441,942409.0,16,56.71,58.78,128640.0,24.07,2.13,1605.0,True,1.0,False
15,1989,1,304728.0,0,499900,890749.0,11,56.12,60.96,146541.0,29.31,2.13,1605.0,True,2.0,True
16,1989,1,296594.0,0,489515,937898.0,4,52.19,60.59,109325.0,22.33,1.92,4217.0,True,4.0,True
17,1989,1,203888.0,0,447560,911457.0,4,49.1,45.56,878.0,0.2,2.38,1605.0,True,2.0,True
18,1989,1,339665.0,0,584614,1029393.0,16,56.79,58.1,130502.0,22.32,2.13,1605.0,True,1.0,False
19,1989,1,397056.0,0,628832,1027352.0,7,61.21,63.14,191738.0,30.49,1.96,1605.0,True,1.0,False
20,1989,1,290952.0,0,518520,973497.0,12,53.26,56.11,132097.0,25.48,2.5,4217.0,True,2.0,False
21,1989,1,338797.0,0,532524,956388.0,18,55.68,63.62,167328.0,31.42,2.0,1605.0,True,1.0,False
22,1989,1,300512.0,3,580238,1076975.0,9,53.88,51.79,53405.0,9.2,2.22,1605.0,True,2.0,True
23,1989,1,367570.0,0,600039,1107371.0,8,54.19,61.26,157455.0,26.24,2.0,4217.0,True,1.0,False
24,1989,1,295993.0,1,588839,1087557.0,21,54.14,50.27,66246.0,11.25,2.5,1605.0,True,1.0,False
25,1989,1,406075.0,0,641791,1070178.0,10,59.97,63.27,190270.0,29.65,1.96,4217.0,True,5.0,True
1,1989,1,91608.0,0,133699,192619.0,4,69.41,68.52,62786.0,46.96,1.89,12871.0,True,1.0,False
1,1989,1,445197.0,1,811761,1345150.0,28,60.35,54.84,113771.0,14.02,2.13,3482.0,True,2.0,False
2,1989,1,329739.0,0,618029,1026829.0,26,60.19,53.35,66406.0,10.74,2.17,3482.0,True,2.0,False
3,1989,1,445864.0,0,827014,1397773.0,27,59.17,53.91,125844.0,15.22,2.27,3482.0,True,2.0,True
4,1989,1,387795.0,0,706354,1037657.0,9,68.07,54.9,154551.0,21.88,2.38,3482.0,True,2.0,True
5,1989,1,338711.0,0,689597,957415.0,10,72.03,49.12,122867.0,17.82,2.7,930.0,True,1.0,False
6,1989,1,299587.0,0,700515,975104.0,15,71.84,42.77,62393.0,8.91,3.03,3482.0,True,2.0,True
7,1989,1,356637.0,0,658061,1011139.0,16,65.08,54.2,160850.0,24.44,2.5,3482.0,True,3.0,False
8,1989,1,376733.0,0,675288,992148.0,17,68.06,55.79,134833.0,19.97,2.27,3482.0,True,2.0,True
9,1989,1,313160.0,0,663929,978457.0,8,67.85,47.17,100172.0,15.09,2.78,3482.0,True,2.0,True
10,1989,1,299184.0,0,647785,958799.0,7,67.56,46.19,100715.0,15.55,2.86,3482.0,True,1.0,False
11,1989,1,331617.0,0,655682,959014.0,7,68.37,50.58,116835.0,17.82,2.56,3482.0,True,2.0,True
12,1989,1,205229.0,3,662552,938462.0,5,70.6,30.98,28283.0,4.27,3.85,3482.0,True,2.0,True
13,1989,1,315921.0,0,679098,1008221.0,6,67.36,46.52,113020.0,16.64,2.78,930.0,True,1.0,False
14,1989,1,362376.0,0,593642,958580.0,8,61.93,61.04,201494.0,33.94,2.22,3482.0,True,5.0,True
15,1989,1,421674.0,0,629248,1009869.0,9,62.31,67.01,251975.0,40.04,1.92,3482.0,True,4.0,True
16,1989,1,400936.0,0,658885,1032058.0,17,63.84,60.85,241770.0,36.69,2.22,3482.0,True,2.0,True
17,1989,1,509847.0,1,807287,1269558.0,16,63.59,63.16,272271.0,33.73,2.04,930.0,True,1.0,False
18,1989,1,455411.0,1,740620,1105096.0,5,67.02,61.49,173771.0,23.46,1.92,3482.0,True,3.0,True
19,1989,1,400932.0,0,620202,912953.0,9,67.93,64.65,225957.0,36.43,2.0,930.0,True,1.0,False
20,1989,1,426721.0,0,752918,1173906.0,21,64.14,56.68,140068.0,18.6,2.17,3482.0,True,2.0,True
21,1989,1,428704.0,0,637210,966256.0,5,65.95,67.28,231309.0,36.3,1.82,930.0,True,1.0,False
22,1989,1,316938.0,0,625332,1033981.0,51,60.48,50.68,80913.0,12.94,2.5,3482.0,True,3.0,True
23,1989,1,434966.0,0,646863,1032870.0,6,62.63,67.24,235368.0,36.39,1.82,930.0,True,1.0,False
24,1989,1,456442.0,0,711843,1137434.0,17,62.58,64.12,213778.0,30.03,1.89,3482.0,True,1.0,False
25,1989,1,402691.0,0,656412,1015762.0,19,64.62,61.35,221404.0,33.73,2.13,930.0,True,1.0,False
26,1989,1,484492.0,1,738596,1050778.0,8,70.29,65.6,238751.0,32.32,1.85,930.0,True,2.0,True
27,1989,1,429185.0,0,702847,1053144.0,11,66.74,61.06,169966.0,24.18,1.96,3482.0,True,2.0,True
28,1989,1,357565.0,0,669413,941568.0,6,71.1,53.41,136176.0,20.34,2.38,930.0,True,2.0,False
29,1989,1,352492.0,0,672495,910538.0,7,73.86,52.42,101945.0,15.16,2.38,3482.0,True,2.0,True
30,1989,1,341921.0,0,693243,931916.0,6,74.39,49.32,21523.0,3.1,2.22,2444.0,True,1.0,False
31,1989,1,371967.0,0,659912,920496.0,7,71.69,56.37,97147.0,14.72,2.04,3482.0,True,4.0,True
32,1989,1,518762.0,0,778294,1054282.0,10,73.82,66.65,271136.0,34.84,1.85,3482.0,True,2.0,True
33,1989,1,430290.0,1,653349,1002667.0,9,65.16,65.86,219552.0,33.6,1.89,3482.0,True,2.0,True
34,1989,1,398145.0,0,626280,1035028.0,10,60.51,63.57,179544.0,28.67,1.92,3482.0,True,2.0,True
35,1989,1,450376.0,0,773648,1083748.0,23,71.39,58.21,137068.0,17.72,2.0,930.0,True,1.0,False
36,1989,1,394444.0,0,606767,970473.0,13,62.52,65.01,191135.0,31.5,1.89,930.0,True,2.0,True
37,1989,1,393075.0,0,628887,933214.0,8,67.39,62.5,172707.0,27.46,1.96,3482.0,True,4.0,True
38,1989,1,385656.0,1,569438,951922.0,13,59.82,67.73,212071.0,37.24,1.82,3482.0,True,2.0,True
39,1989,1,292817.0,0,550434,952947.0,11,57.76,53.2,78797.0,14.32,2.27,3482.0,True,3.0,True
1,1989,1,410904.0,1,674119,802640.0,7,83.99,60.95,166155.0,24.65,2.0,3482.0,True,3.0,True
2,1989,1,292190.0,0,592628,733910.0,5,80.75,49.3,8401.0,1.42,2.13,3482.0,True,3.0,False
1,1989,1,159470.0,0,419255,871646.0,6,48.1,38.04,12384.0,2.95,3.33,3482.0,True,2.0,True
2,1989,1,164480.0,0,398043,849189.0,16,46.87,41.32,1007.0,0.25,2.94,4217.0,True,3.0,True
3,1989,1,149703.0,1,352620,850800.0,9,41.45,42.45,10801.0,3.06,2.86,3482.0,True,3.0,True
4,1989,1,181938.0,0,475484,958516.0,16,49.61,38.26,20448.0,4.3,3.7,4217.0,True,1.0,False
5,1989,1,183189.0,3,482618,926223.0,11,52.11,37.96,8879.0,1.84,3.23,16651.0,True,3.0,True
6,1989,1,271559.0,0,541351,924732.0,15,58.54,50.16,148082.0,27.35,3.03,4217.0,True,1.0,False
7,1989,1,245760.0,0,485302,949266.0,11,51.12,50.64,81917.0,16.88,2.7,4217.0,True,3.0,False
8,1989,1,159144.0,0,492084,972113.0,16,50.62,32.34,10792.0,2.19,3.85,3482.0,True,6.0,True
9,1989,1,215582.0,0,440675,858154.0,5,51.35,48.92,42497.0,9.64,2.5,4217.0,True,1.0,False
10,1989,1,225712.0,1,480247,875527.0,9,54.85,47.0,92086.0,19.17,3.03,4217.0,True,3.0,True
11,1989,1,180778.0,1,415638,814530.0,11,51.03,43.49,78489.0,18.88,3.85,1605.0,True,2.0,True
12,1989,1,159502.0,1,417929,851467.0,15,49.08,38.16,43165.0,10.33,3.7,1605.0,True,2.0,True
13,1989,1,269044.0,1,469224,910250.0,18,51.55,57.34,131220.0,27.97,2.38,4217.0,True,2.0,True
14,1989,1,168426.0,1,471618,931529.0,11,50.63,35.71,9438.0,2.0,3.57,4217.0,True,3.0,True
15,1989,1,169124.0,3,415297,944231.0,13,43.98,40.72,54386.0,13.1,3.85,3482.0,True,3.0,True
16,1989,1,162775.0,0,401571,886183.0,9,45.31,40.53,7275.0,1.81,3.23,3482.0,True,5.0,True
17,1989,1,156906.0,0,448777,880520.0,6,50.97,34.96,9158.0,2.04,3.33,3482.0,True,3.0,True
18,1989,1,215053.0,3,441208,882435.0,4,50.0,48.74,86391.0,19.58,2.78,3482.0,True,4.0,True
19,1989,1,199552.0,0,463625,893767.0,10,51.87,43.04,24465.0,5.28,2.94,4217.0,True,5.0,True
20,1989,1,110433.0,0,324073,1131139.0,28,28.65,34.08,15296.0,4.72,3.85,4217.0,True,1.0,False
21,1989,1,162689.0,0,385891,888330.0,9,43.44,42.16,18176.0,4.71,3.03,4217.0,True,1.0,False
22,1989,1,145029.0,0,452230,933295.0,7,48.46,32.07,29365.0,6.49,4.0,4217.0,True,2.0,False
23,1989,1,197658.0,0,461679,958439.0,22,48.17,42.81,83779.0,18.15,3.85,3482.0,True,5.0,True
24,1989,1,165870.0,0,419577,937315.0,14,44.76,39.53,4206.0,1.0,3.12,3482.0,True,7.0,True
25,1989,1,271407.0,0,402500,910177.0,47,44.22,67.43,202138.0,50.22,2.08,3482.0,True,3.0,True
26,1989,1,177714.0,0,432656,940963.0,13,45.98,41.08,38596.0,8.92,3.57,4217.0,True,1.0,False
27,1989,1,216807.0,0,513499,956387.0,10,53.69,42.22,85834.0,16.72,3.23,4217.0,True,3.0,True
28,1989,1,191027.0,1,460226,920193.0,14,50.01,41.51,5855.0,1.27,2.94,2444.0,True,2.0,True
29,1989,1,199180.0,3,438180,868388.0,9,50.46,45.46,64117.0,14.63,3.03,4217.0,True,3.0,True
30,1989,1,131064.0,0,393809,866061.0,6,45.47,33.28,3827.0,0.97,3.7,1605.0,True,4.0,True
31,1989,1,142399.0,1,350903,915618.0,14,38.32,40.58,21639.0,6.17,3.57,4217.0,True,3.0,True
32,1989,1,175578.0,0,502051,942209.0,10,53.28,34.97,29306.0,5.84,3.7,10809.0,True,1.0,False
33,1989,1,271892.0,0,457358,941053.0,13,48.6,59.45,164150.0,35.89,2.44,3482.0,True,5.0,True
34,1989,1,179586.0,0,449629,949910.0,9,47.33,39.94,33219.0,7.39,3.45,4217.0,True,3.0,True
35,1989,1,264696.0,1,534485,956276.0,8,55.89,49.52,65140.0,12.19,2.56,4217.0,True,4.0,True
36,1989,1,188531.0,1,489673,975835.0,13,50.18,38.5,60299.0,12.31,3.7,4217.0,True,2.0,True
37,1989,1,162587.0,3,472745,950199.0,7,49.75,34.39,10329.0,2.18,3.85,3482.0,True,3.0,True
38,1989,1,193821.0,0,453341,872461.0,8,51.96,42.75,45837.0,10.11,3.12,268.0,True,3.0,False
39,1989,1,157657.0,1,486263,895669.0,10,54.29,32.42,14990.0,3.08,4.0,4217.0,True,2.0,True
40,1989,1,143760.0,1,446769,932266.0,12,47.92,32.18,48281.0,10.81,5.26,4217.0,True,1.0,False
41,1989,1,240453.0,0,515182,989706.0,10,52.05,46.67,94583.0,18.36,3.12,4217.0,True,2.0,True
42,1989,1,245235.0,1,485573,990007.0,10,49.05,50.5,135026.0,27.81,3.12,4217.0,True,2.0,True
43,1989,1,251997.0,1,479704,988096.0,13,48.55,52.53,90981.0,18.97,2.5,4217.0,True,4.0,True
44,1989,1,195886.0,0,486148,997052.0,10,48.76,40.29,67290.0,13.84,3.33,3482.0,True,2.0,False
45,1989,1,142171.0,0,445101,962986.0,12,46.22,31.94,9081.0,2.04,4.17,16651.0,True,1.0,False
46,1989,1,169710.0,0,487487,1030631.0,5,47.3,34.81,4082.0,0.84,3.12,4217.0,True,7.0,True
47,1989,1,201163.0,0,427141,966628.0,7,44.19,47.1,67184.0,15.73,3.03,4217.0,True,3.0,True
48,1989,1,124026.0,0,455259,985506.0,13,46.2,27.24,19290.0,4.24,5.56,1605.0,True,1.0,False
49,1989,1,204807.0,0,411138,1029062.0,9,39.95,49.81,101749.0,24.75,2.94,1605.0,True,1.0,False
50,1989,1,208361.0,0,518895,1014670.0,13,51.14,40.15,108142.0,20.84,3.85,10809.0,True,1.0,False
51,1989,1,249572.0,1,494171,1035265.0,22,47.73,50.5,144400.0,29.22,3.03,4217.0,True,1.0,False
